gene_id,gene_name,gene_type,unstranded,stranded_first,stranded_second,tpm_unstranded,fpkm_unstranded,fpkm_uq_unstranded
ENSG00000013293.6,SLC7A14,protein_coding,3,0,3,0.0189,0.0057,0.0058
ENSG00000013297.12,CLDN11,protein_coding,40,20,20,0.6106,0.1851,0.1874
ENSG00000013306.16,SLC25A39,protein_coding,16662,8417,8247,311.6884,94.4677,95.6494
ENSG00000013364.19,MVP,protein_coding,27708,13759,13949,297.6061,90.1996,91.3279
ENSG00000013374.16,NUB1,protein_coding,6337,3872,3869,77.2471,23.4123,23.7052
ENSG00000013375.16,PGM3,protein_coding,810,647,651,7.1446,2.1654,2.1925
ENSG00000013392.8,RWDD2A,protein_coding,386,197,189,6.7552,2.0474,2.073
ENSG00000013441.16,CLK1,protein_coding,2882,1461,1421,36.7688,11.144,11.2834
ENSG00000013503.10,POLR3B,protein_coding,575,326,328,7.9544,2.4109,2.441
ENSG00000013523.11,ANGEL1,protein_coding,1382,763,745,13.9702,4.2341,4.2871
ENSG00000013561.18,RNF14,protein_coding,2386,1284,1207,31.5515,9.5627,9.6824
ENSG00000013563.14,DNASE1L1,protein_coding,483,964,938,7.7101,2.3368,2.3661
ENSG00000013573.17,DDX11,protein_coding,1798,944,858,14.1741,4.2959,4.3497
ENSG00000013583.10,HEBP1,protein_coding,2612,1454,1345,50.2583,15.2325,15.423
ENSG00000013588.9,GPRC5A,protein_coding,12168,6040,6128,104.736,31.7438,32.1409
ENSG00000013725.14,CD6,protein_coding,388,197,191,4.2954,1.3019,1.3182
ENSG00000013810.20,TACC3,protein_coding,3951,1918,2034,31.8355,9.6488,9.7695
ENSG00000014123.10,UFL1,protein_coding,1053,506,552,15.3019,4.6377,4.6958
ENSG00000014138.9,POLA2,protein_coding,402,198,215,4.7621,1.4433,1.4614
ENSG00000014164.7,ZC3H3,protein_coding,3170,1525,1646,56.1921,17.0309,17.244
ENSG00000014216.16,CAPN1,protein_coding,23130,11744,11624,203.2557,61.6036,62.3741
ENSG00000014257.16,ACP3,protein_coding,217,120,97,3.3442,1.0136,1.0263
ENSG00000014641.21,MDH1,protein_coding,11681,5992,5691,154.4028,46.797,47.3824
ENSG00000014914.21,MTMR11,protein_coding,3188,1606,1582,45.9926,13.9396,14.114
ENSG00000014919.13,COX15,protein_coding,2446,1326,1232,30.937,9.3765,9.4938
ENSG00000015133.19,CCDC88C,protein_coding,3428,1713,1716,18.1964,5.515,5.584
ENSG00000015153.15,YAF2,protein_coding,517,251,266,3.1461,0.9535,0.9655
ENSG00000015171.20,ZMYND11,protein_coding,3073,1612,1461,38.0644,11.5367,11.681
ENSG00000015285.11,WAS,protein_coding,239,109,130,6.6769,2.0237,2.049
ENSG00000015413.9,DPEP1,protein_coding,41305,20848,20476,995.4136,301.6939,305.4677
ENSG00000015475.19,BID,protein_coding,3218,1573,1645,48.0219,14.5547,14.7367
ENSG00000015479.20,MATR3,protein_coding,85,47,39,0.4647,0.1409,0.1426
ENSG00000015520.15,NPC1L1,protein_coding,53,26,27,0.6637,0.2012,0.2037
ENSG00000015532.10,XYLT2,protein_coding,3487,1774,1715,42.0322,12.7393,12.8986
ENSG00000015568.13,RGPD5,protein_coding,1,1,0,0.0046,0.0014,0.0014
ENSG00000015592.16,STMN4,protein_coding,1,1,0,0.02,0.0061,0.0061
ENSG00000015676.18,NUDCD3,protein_coding,7440,3803,3638,49.6045,15.0343,15.2224
ENSG00000016082.15,ISL1,protein_coding,46,27,19,1.0771,0.3264,0.3305
ENSG00000016391.11,CHDH,protein_coding,7433,4188,4359,62.9607,19.0824,19.3211
ENSG00000016402.13,IL20RA,protein_coding,1752,887,865,24.4314,7.4048,7.4974
ENSG00000016490.16,CLCA1,protein_coding,2141,1068,1073,42.6643,12.9309,13.0926
ENSG00000016602.9,CLCA4,protein_coding,4,2,2,0.0765,0.0232,0.0235
ENSG00000016864.18,GLT8D1,protein_coding,3444,1774,1746,60.0486,18.1998,18.4274
ENSG00000017260.20,ATP2C1,protein_coding,5822,3148,3113,45.1251,13.6767,13.8478
ENSG00000017427.17,IGF1,protein_coding,34,79,57,0.2764,0.0838,0.0848
ENSG00000017483.15,SLC38A5,protein_coding,6048,3061,2988,99.2836,30.0913,30.4677
ENSG00000017797.13,RALBP1,protein_coding,3156,1569,1592,25.8882,7.8463,7.9445
ENSG00000018189.13,RUFY3,protein_coding,819,390,434,5.7438,1.7409,1.7626
ENSG00000018236.15,CNTN1,protein_coding,65,32,33,0.5723,0.1734,0.1756
ENSG00000018280.17,SLC11A1,protein_coding,163,70,93,1.2392,0.3756,0.3803
ENSG00000018408.15,WWTR1,protein_coding,519,265,267,4.0983,1.2421,1.2577
ENSG00000018510.17,AGPS,protein_coding,2054,1093,986,15.3276,4.6455,4.7036
ENSG00000018625.15,ATP1A2,protein_coding,103,50,55,1.0787,0.3269,0.331
ENSG00000018699.13,TTC27,protein_coding,1780,856,924,34.1003,10.3353,10.4645
ENSG00000018869.17,ZNF582,protein_coding,10,6,7,0.1969,0.0597,0.0604
ENSG00000019102.12,VSIG2,protein_coding,23,13,10,1.0484,0.3178,0.3217
ENSG00000019144.19,PHLDB1,protein_coding,1879,1380,1385,5.7075,1.7298,1.7515
ENSG00000019169.10,MARCO,protein_coding,324,155,169,10.2794,3.1155,3.1545
ENSG00000019186.10,CYP24A1,protein_coding,125,71,56,2.0674,0.6266,0.6344
ENSG00000019485.13,PRDM11,protein_coding,396,192,206,1.8737,0.5679,0.575
ENSG00000019505.8,SYT13,protein_coding,40,25,20,0.4845,0.1469,0.1487
ENSG00000019549.13,SNAI2,protein_coding,107,53,54,2.1511,0.652,0.6601
ENSG00000019582.15,CD74,protein_coding,211190,107178,104517,2914.2125,883.251,894.2995
ENSG00000019991.18,HGF,protein_coding,114,71,43,0.771,0.2337,0.2366
ENSG00000019995.6,ZRANB1,protein_coding,474,1074,1192,5.2169,1.5811,1.6009
ENSG00000020129.16,NCDN,protein_coding,2008,1014,1045,26.9364,8.164,8.2661
ENSG00000020181.18,ADGRA2,protein_coding,999,1746,1768,9.3017,2.8192,2.8545
ENSG00000020256.20,ZFP64,protein_coding,2197,1116,1081,21.342,6.4684,6.5493
ENSG00000020426.11,MNAT1,protein_coding,505,247,258,8.5915,2.604,2.6365
ENSG00000020577.14,SAMD4A,protein_coding,429,209,220,2.2944,0.6954,0.7041
ENSG00000020633.19,RUNX3,protein_coding,408,203,205,5.4676,1.6571,1.6779
ENSG00000020922.13,MRE11,protein_coding,1901,890,1014,16.3394,4.9522,5.0142
ENSG00000021300.14,PLEKHB1,protein_coding,2233,1054,1179,29.8575,9.0493,9.1625
ENSG00000021355.13,SERPINB1,protein_coding,4277,2205,2072,92.5854,28.0612,28.4122
ENSG00000021461.17,CYP3A43,protein_coding,3,3,1,0.075,0.0227,0.023
ENSG00000021488.13,SLC7A9,protein_coding,9,3,7,0.2285,0.0693,0.0701
ENSG00000021574.13,SPAST,protein_coding,1405,717,688,9.7746,2.9625,2.9996
ENSG00000021762.20,OSBPL5,protein_coding,1316,633,683,11.6155,3.5205,3.5645
ENSG00000021776.11,AQR,protein_coding,1705,844,861,8.3732,2.5378,2.5695
ENSG00000021826.17,CPS1,protein_coding,9,2,7,0.0539,0.0163,0.0165
ENSG00000021852.13,C8B,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000022267.19,FHL1,protein_coding,670,352,318,7.5388,2.2849,2.3135
ENSG00000022355.18,GABRA1,protein_coding,1,0,1,0.0078,0.0024,0.0024
ENSG00000022556.16,NLRP2,protein_coding,2599,1310,1292,27.1548,8.2302,8.3331
ENSG00000022567.10,SLC45A4,protein_coding,3218,1579,1661,24.6581,7.4735,7.567
ENSG00000022840.16,RNF10,protein_coding,9161,4650,4530,102.4157,31.0406,31.4288
ENSG00000023041.11,ZDHHC6,protein_coding,3388,4054,4071,59.6238,18.071,18.2971
ENSG00000023228.14,NDUFS1,protein_coding,5027,2849,2755,27.2365,8.2549,8.3582
ENSG00000023287.13,RB1CC1,protein_coding,3858,1939,1919,33.4258,10.1308,10.2576
ENSG00000023318.8,ERP44,protein_coding,8286,4294,3992,113.6727,34.4524,34.8833
ENSG00000023330.15,ALAS1,protein_coding,2629,1336,1293,68.3781,20.7243,20.9835
ENSG00000023445.16,BIRC3,protein_coding,1282,710,641,11.2476,3.409,3.4516
ENSG00000023516.9,AKAP11,protein_coding,3779,1918,1861,25.1397,7.6194,7.7147
ENSG00000023572.10,GLRX2,protein_coding,898,692,680,9.5381,2.8908,2.927
ENSG00000023608.5,SNAPC1,protein_coding,302,151,151,7.6821,2.3283,2.3574
ENSG00000023697.13,DERA,protein_coding,1574,777,797,36.9072,11.186,11.3259
ENSG00000023734.11,STRAP,protein_coding,6441,3207,3234,191.803,58.1324,58.8596
ENSG00000023839.12,ABCC2,protein_coding,595,297,298,5.0078,1.5178,1.5368
ENSG00000023892.11,DEF6,protein_coding,907,438,469,23.197,7.0306,7.1186
ENSG00000023902.14,PLEKHO1,protein_coding,918,444,474,9.1342,2.7684,2.8031
ENSG00000023909.10,GCLM,protein_coding,1045,515,530,12.7032,3.8501,3.8983
ENSG00000024422.12,EHD2,protein_coding,1000,507,493,17.159,5.2006,5.2657
ENSG00000024526.17,DEPDC1,protein_coding,565,329,339,6.3122,1.9131,1.937
ENSG00000025039.15,RRAGD,protein_coding,658,323,335,8.5184,2.5818,2.6141
ENSG00000025156.13,HSF2,protein_coding,307,159,148,7.5082,2.2756,2.3041
ENSG00000025423.11,HSD17B6,protein_coding,119,91,75,3.4547,1.0471,1.0602
ENSG00000025434.19,NR1H3,protein_coding,1392,799,755,20.2504,6.1376,6.2143
ENSG00000025708.14,TYMP,protein_coding,1690,890,800,30.9642,9.3848,9.5021
ENSG00000025770.19,NCAPH2,protein_coding,3062,1717,1723,45.2943,13.728,13.8997
ENSG00000025772.8,TOMM34,protein_coding,8650,4330,4323,289.1777,87.6451,88.7415
ENSG00000025796.14,SEC63,protein_coding,3543,1771,1851,27.1547,8.2302,8.3331
ENSG00000025800.14,KPNA6,protein_coding,3696,1853,1843,32.6922,9.9085,10.0324
ENSG00000026025.16,VIM,protein_coding,4899,6161,6129,62.4294,18.9213,19.158
ENSG00000026103.22,FAS,protein_coding,552,304,314,6.5273,1.9783,2.0031
ENSG00000026297.16,RNASET2,protein_coding,3545,1733,1812,15.6478,4.7426,4.8019
ENSG00000026508.20,CD44,protein_coding,18146,9770,9499,119.7855,36.3051,36.7592
ENSG00000026559.14,KCNG1,protein_coding,96,69,57,1.1694,0.3544,0.3588
ENSG00000026652.15,AGPAT4,protein_coding,103,55,48,0.4767,0.1445,0.1463
ENSG00000026751.17,SLAMF7,protein_coding,398,195,203,5.4318,1.6463,1.6669
ENSG00000026950.17,BTN3A1,protein_coding,2094,1054,1041,24.9357,7.5576,7.6521
ENSG00000027001.10,MIPEP,protein_coding,2473,1242,1265,48.1456,14.5922,14.7747
ENSG00000027075.15,PRKCH,protein_coding,612,318,335,4.5716,1.3856,1.4029
ENSG00000027644.5,INSRR,protein_coding,3,3,2,0.0381,0.0115,0.0117
ENSG00000027697.15,IFNGR1,protein_coding,2995,1458,1537,60.3016,18.2764,18.5051
ENSG00000027847.14,B4GALT7,protein_coding,2665,1279,1386,36.0356,10.9218,11.0584
ENSG00000027869.12,SH2D2A,protein_coding,465,244,222,12.2782,3.7213,3.7679
ENSG00000028116.18,VRK2,protein_coding,425,523,533,7.939,2.4062,2.4363
ENSG00000028137.19,TNFRSF1B,protein_coding,6061,3010,3052,105.8176,32.0716,32.4728
ENSG00000028203.18,VEZT,protein_coding,1068,518,550,8.0361,2.4356,2.4661
ENSG00000028277.21,POU2F2,protein_coding,149,77,72,1.0833,0.3283,0.3324
ENSG00000028310.18,BRD9,protein_coding,2659,1387,1272,18.3669,5.5667,5.6364
ENSG00000028528.15,SNX1,protein_coding,3409,1694,1716,22.9702,6.9619,7.049
ENSG00000028839.10,TBPL1,protein_coding,1160,863,882,15.1841,4.6021,4.6596
ENSG00000029153.14,ARNTL2,protein_coding,407,211,210,3.8444,1.1652,1.1797
ENSG00000029363.17,BCLAF1,protein_coding,5537,2813,2724,38.3108,11.6114,11.7566
ENSG00000029364.12,SLC39A9,protein_coding,5538,3367,3238,51.1743,15.5101,15.7041
ENSG00000029534.21,ANK1,protein_coding,40,14,28,0.2444,0.0741,0.075
ENSG00000029559.7,IBSP,protein_coding,11,3,8,0.4613,0.1398,0.1415
ENSG00000029639.11,TFB1M,protein_coding,1092,606,608,17.5207,5.3102,5.3767
ENSG00000029725.17,RABEP1,protein_coding,749,745,664,6.9987,2.1212,2.1477
ENSG00000029993.15,HMGB3,protein_coding,2186,1135,1051,36.8388,11.1652,11.3049
ENSG00000030066.13,NUP160,protein_coding,2597,1291,1306,19.9739,6.0538,6.1295
ENSG00000030110.13,BAK1,protein_coding,2024,1142,1163,60.3533,18.2921,18.5209
ENSG00000030304.14,MUSK,protein_coding,1,1,0,0.0072,0.0022,0.0022
ENSG00000030419.16,IKZF2,protein_coding,113,53,60,0.6089,0.1846,0.1869
ENSG00000030582.18,GRN,protein_coding,29189,14516,14675,546.3351,165.5854,167.6567
ENSG00000031081.11,ARHGAP31,protein_coding,620,299,323,4.3626,1.3222,1.3388
ENSG00000031698.13,SARS1,protein_coding,11274,5686,5588,193.1994,58.5557,59.2881
ENSG00000031823.14,RANBP3,protein_coding,5664,2878,2893,50.1804,15.2089,15.3991
ENSG00000032219.19,ARID4A,protein_coding,1216,606,611,10.7674,3.2634,3.3043
ENSG00000032389.13,EIPR1,protein_coding,2527,1269,1258,29.1244,8.8271,8.9376
ENSG00000032444.17,PNPLA6,protein_coding,6408,3220,3188,59.0234,17.8891,18.1128
ENSG00000032742.18,IFT88,protein_coding,739,399,341,8.0582,2.4423,2.4729
ENSG00000033011.13,ALG1,protein_coding,1824,1865,1829,22.3375,6.7701,6.8548
ENSG00000033030.15,ZCCHC8,protein_coding,1459,758,701,10.5463,3.1964,3.2364
ENSG00000033050.9,ABCF2,protein_coding,1330,611,719,17.0077,5.1548,5.2192
ENSG00000033100.16,CHPF2,protein_coding,5003,2546,2523,78.4766,23.785,24.0825
ENSG00000033122.21,LRRC7,protein_coding,5,3,2,0.011,0.0033,0.0034
ENSG00000033170.17,FUT8,protein_coding,1047,543,542,9.8996,3.0004,3.0379
ENSG00000033178.13,UBA6,protein_coding,1951,985,966,11.2804,3.4189,3.4617
ENSG00000033327.13,GAB2,protein_coding,2114,1074,1101,20.5812,6.2378,6.3159
ENSG00000033627.17,ATP6V0A1,protein_coding,4625,2262,2363,27.9207,8.4623,8.5682
ENSG00000033800.14,PIAS1,protein_coding,772,840,771,4.7826,1.4495,1.4677
ENSG00000033867.16,SLC4A7,protein_coding,989,473,516,6.7839,2.0561,2.0818
ENSG00000034053.14,APBA2,protein_coding,76,41,37,0.7298,0.2212,0.224
ENSG00000034152.19,MAP2K3,protein_coding,2874,1400,1474,50.2164,15.2198,15.4102
ENSG00000034239.11,EFCAB1,protein_coding,3,3,0,0.034,0.0103,0.0104
ENSG00000034510.6,TMSB10,protein_coding,43381,23291,21153,6206.8949,1881.2103,1904.742
ENSG00000034533.12,ASTE1,protein_coding,437,427,449,8.4109,2.5492,2.5811
ENSG00000034693.15,PEX3,protein_coding,631,313,318,14.7068,4.4574,4.5132
ENSG00000034713.8,GABARAPL2,protein_coding,2289,1124,1165,50.1597,15.2026,15.3928
ENSG00000034971.17,MYOC,protein_coding,11,5,7,0.3448,0.1045,0.1058
ENSG00000035115.22,SH3YL1,protein_coding,6723,3460,3289,39.8351,12.0734,12.2244
ENSG00000035141.8,FAM136A,protein_coding,3306,1774,1807,70.6615,21.4164,21.6843
ENSG00000035403.18,VCL,protein_coding,5121,2539,2824,33.8048,10.2457,10.3738
ENSG00000035499.13,DEPDC1B,protein_coding,832,443,422,14.4188,4.3701,4.4248
ENSG00000035664.11,DAPK2,protein_coding,1282,657,675,6.2121,1.8828,1.9064
ENSG00000035681.9,NSMAF,protein_coding,2803,1415,1388,29.965,9.0819,9.1955
ENSG00000035687.10,ADSS2,protein_coding,2412,1186,1226,46.2347,14.013,14.1883
ENSG00000035720.8,STAP1,protein_coding,29,11,18,0.9804,0.2972,0.3009
ENSG00000035862.12,TIMP2,protein_coding,4054,2430,2374,47.4701,14.3874,14.5674
ENSG00000035928.16,RFC1,protein_coding,4136,2120,2016,40.6024,12.3059,12.4599
ENSG00000036054.13,TBC1D23,protein_coding,1500,729,771,19.1149,5.7934,5.8659
ENSG00000036257.13,CUL3,protein_coding,2167,1653,1553,12.4236,3.7654,3.8125
ENSG00000036448.10,MYOM2,protein_coding,138,87,51,1.29,0.391,0.3959
ENSG00000036473.8,OTC,protein_coding,5,2,3,0.196,0.0594,0.0601
ENSG00000036530.9,CYP46A1,protein_coding,3,3,1,0.0211,0.0064,0.0065
ENSG00000036549.13,ZZZ3,protein_coding,1989,984,1005,14.5641,4.4141,4.4693
ENSG00000036565.15,SLC18A1,protein_coding,9,3,6,0.1518,0.046,0.0466
ENSG00000036672.16,USP2,protein_coding,59,39,40,0.8604,0.2608,0.264
ENSG00000036828.17,CASR,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000037042.9,TUBG2,protein_coding,422,197,225,9.9659,3.0205,3.0583
ENSG00000037280.16,FLT4,protein_coding,168,85,83,1.2518,0.3794,0.3842
ENSG00000037474.15,NSUN2,protein_coding,5104,3040,3021,61.1435,18.5316,18.7634
ENSG00000037637.11,FBXO42,protein_coding,1722,839,883,12.6076,3.8212,3.869
ENSG00000037749.12,MFAP3,protein_coding,625,303,323,5.2886,1.6029,1.6229
ENSG00000037757.14,MRI1,protein_coding,673,959,956,12.8074,3.8817,3.9303
ENSG00000037965.6,HOXC8,protein_coding,3,3,0,0.0819,0.0248,0.0251
ENSG00000038002.9,AGA,protein_coding,1028,541,487,26.0292,7.889,7.9877
ENSG00000038210.14,PI4K2B,protein_coding,3289,1563,1726,58.8711,17.8429,18.0661
ENSG00000038219.13,BOD1L1,protein_coding,2279,1144,1135,9.4768,2.8723,2.9082
ENSG00000038274.17,MAT2B,protein_coding,7084,3547,3537,90.9942,27.5789,27.9239
ENSG00000038295.8,TLL1,protein_coding,8,2,6,0.0651,0.0197,0.02
ENSG00000038358.15,EDC4,protein_coding,2612,1301,1311,28.0595,8.5044,8.6108
ENSG00000038382.20,TRIO,protein_coding,7870,4051,3981,29.0649,8.8091,8.9193
ENSG00000038427.16,VCAN,protein_coding,2167,1366,1312,9.738,2.9514,2.9883
ENSG00000038532.16,CLEC16A,protein_coding,1837,939,899,9.6756,2.9325,2.9692
ENSG00000038945.15,MSR1,protein_coding,280,150,130,2.3641,0.7165,0.7255
ENSG00000039068.19,CDH1,protein_coding,26679,14703,14702,288.338,87.3906,88.4838
ENSG00000039123.16,MTREX,protein_coding,5405,3517,3332,56.1698,17.0242,17.2371
ENSG00000039139.9,DNAH5,protein_coding,142,65,78,0.5685,0.1723,0.1745
ENSG00000039319.17,ZFYVE16,protein_coding,1340,1377,1340,5.706,1.7294,1.751
ENSG00000039523.20,RIPOR1,protein_coding,2538,1629,1567,24.8781,7.5401,7.6345
ENSG00000039537.14,C6,protein_coding,11,6,5,0.1494,0.0453,0.0458
ENSG00000039560.14,RAI14,protein_coding,949,455,501,8.2569,2.5025,2.5338
ENSG00000039600.11,SOX30,protein_coding,43,26,33,0.8129,0.2464,0.2495
ENSG00000039650.12,PNKP,protein_coding,1155,1018,987,16.7619,5.0803,5.1438
ENSG00000039987.7,BEST2,protein_coding,224,116,109,5.5839,1.6924,1.7135
ENSG00000040199.18,PHLPP2,protein_coding,458,402,413,2.4181,0.7329,0.7421
ENSG00000040275.17,SPDL1,protein_coding,863,411,452,11.921,3.6131,3.6583
ENSG00000040341.18,STAU2,protein_coding,2027,1017,1012,14.9152,4.5205,4.5771
ENSG00000040487.13,SLC66A1,protein_coding,1032,497,535,25.3425,7.6809,7.777
ENSG00000040531.16,CTNS,protein_coding,563,620,602,7.5035,2.2742,2.3027
ENSG00000040608.14,RTN4R,protein_coding,628,299,329,13.2509,4.0161,4.0664
ENSG00000040633.13,PHF23,protein_coding,1228,611,617,29.637,8.9825,9.0949
ENSG00000040731.10,CDH10,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000040933.16,INPP4A,protein_coding,925,458,467,4.626,1.4021,1.4196
ENSG00000041353.10,RAB27B,protein_coding,363,208,186,3.3468,1.0144,1.0271
ENSG00000041357.16,PSMA4,protein_coding,3917,1993,1924,36.9406,11.1961,11.3361
ENSG00000041515.16,MYO16,protein_coding,8,6,2,0.0599,0.0181,0.0184
ENSG00000041802.11,LSG1,protein_coding,2302,1253,1261,31.6264,9.5854,9.7053
ENSG00000041880.14,PARP3,protein_coding,2862,1363,1499,64.4725,19.5406,19.785
ENSG00000041982.16,TNC,protein_coding,1645,877,828,11.2567,3.4117,3.4544
ENSG00000041988.15,THAP3,protein_coding,879,1683,1622,14.2383,4.3154,4.3694
ENSG00000042088.14,TDP1,protein_coding,1614,799,815,17.1072,5.1849,5.2498
ENSG00000042286.15,AIFM2,protein_coding,1832,943,910,23.5321,7.1322,7.2214
ENSG00000042317.17,SPATA7,protein_coding,201,105,131,1.9293,0.5847,0.592
ENSG00000042429.12,MED17,protein_coding,256,144,149,1.0166,0.3081,0.312
ENSG00000042445.14,RETSAT,protein_coding,6809,3662,3484,110.9204,33.6182,34.0387
ENSG00000042493.16,CAPG,protein_coding,7456,3723,3737,203.3039,61.6182,62.3889
ENSG00000042753.12,AP2S1,protein_coding,3178,1573,1605,134.5433,40.7779,41.288
ENSG00000042781.14,USH2A,protein_coding,9,5,4,0.0288,0.0087,0.0088
ENSG00000042813.8,ZPBP,protein_coding,1,1,0,0.0251,0.0076,0.0077
ENSG00000042832.12,TG,protein_coding,1496,788,709,8.8641,2.6866,2.7202
ENSG00000042980.13,ADAM28,protein_coding,130,68,62,0.9202,0.2789,0.2824
ENSG00000043039.7,BARX2,protein_coding,34,17,17,0.5977,0.1812,0.1834
ENSG00000043093.15,DCUN1D1,protein_coding,960,490,470,7.6226,2.3103,2.3392
ENSG00000043143.20,JADE2,protein_coding,4220,2135,2086,28.1814,8.5413,8.6482
ENSG00000043355.12,ZIC2,protein_coding,18,12,6,0.3609,0.1094,0.1107
ENSG00000043462.13,LCP2,protein_coding,436,259,243,4.2149,1.2775,1.2934
ENSG00000043514.17,TRIT1,protein_coding,1507,746,761,15.2152,4.6115,4.6692
ENSG00000043591.6,ADRB1,protein_coding,10,5,5,0.217,0.0658,0.0666
ENSG00000044012.4,GUCA2B,protein_coding,1,1,0,0.1092,0.0331,0.0335
ENSG00000044090.10,CUL7,protein_coding,1167,686,711,12.6167,3.8239,3.8718
ENSG00000044115.21,CTNNA1,protein_coding,28911,14548,14393,215.9624,65.4547,66.2735
ENSG00000044446.12,PHKA2,protein_coding,847,716,711,6.5365,1.9811,2.0059
ENSG00000044524.11,EPHA3,protein_coding,100,55,45,1.0029,0.304,0.3078
ENSG00000044574.8,HSPA5,protein_coding,64013,32254,31759,1076.8299,326.3699,330.4524
ENSG00000046604.13,DSG2,protein_coding,15300,8288,8189,166.6408,50.5062,51.1379
ENSG00000046647.13,GEMIN8,protein_coding,783,417,366,21.3061,6.4576,6.5383
ENSG00000046653.15,GPM6B,protein_coding,54,26,28,0.6176,0.1872,0.1895
ENSG00000046774.10,MAGEC2,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000046889.19,PREX2,protein_coding,61,28,33,0.3316,0.1005,0.1018
ENSG00000047056.16,WDR37,protein_coding,1027,542,485,10.7507,3.2584,3.2991
ENSG00000047188.16,YTHDC2,protein_coding,1825,896,929,11.1407,3.3766,3.4188
ENSG00000047230.15,CTPS2,protein_coding,1648,824,824,19.653,5.9565,6.031
ENSG00000047249.18,ATP6V1H,protein_coding,4158,2172,1987,53.7341,16.2859,16.4896
ENSG00000047315.17,POLR2B,protein_coding,4718,3004,2859,52.8256,16.0106,16.2109
ENSG00000047346.12,FAM214A,protein_coding,400,222,240,2.6835,0.8133,0.8235
ENSG00000047365.12,ARAP2,protein_coding,909,465,448,4.8247,1.4623,1.4806
ENSG00000047410.14,TPR,protein_coding,6672,3605,3632,35.634,10.8001,10.9352
ENSG00000047457.14,CP,protein_coding,10,230,264,0.0933,0.0283,0.0286
ENSG00000047578.13,KATNIP,protein_coding,1346,723,685,9.0741,2.7502,2.7846
ENSG00000047579.20,DTNBP1,protein_coding,1684,887,797,36.466,11.0523,11.1905
ENSG00000047597.7,XK,protein_coding,1297,640,657,16.5344,5.0113,5.074
ENSG00000047634.15,SCML1,protein_coding,1328,669,659,15.9349,4.8296,4.89
ENSG00000047644.19,WWC3,protein_coding,1746,927,819,15.5251,4.7054,4.7643
ENSG00000047648.23,ARHGAP6,protein_coding,145,75,71,1.0755,0.326,0.33
ENSG00000047662.5,FAM184B,protein_coding,79,380,395,0.7741,0.2346,0.2376
ENSG00000047849.21,MAP4,protein_coding,13788,6852,6936,60.861,18.446,18.6767
ENSG00000047932.14,GOPC,protein_coding,1155,585,570,16.4613,4.9892,5.0516
ENSG00000047936.11,ROS1,protein_coding,0,0,0,0.0,0.0,0.0
ENSG00000048028.11,USP28,protein_coding,1007,480,527,11.6141,3.52,3.5641
ENSG00000048052.22,HDAC9,protein_coding,95,51,44,0.3692,0.1119,0.1133
ENSG00000048140.18,TSPAN17,protein_coding,5227,2558,2669,66.111,20.0372,20.2878
ENSG00000048162.21,NOP16,protein_coding,2653,3851,4153,62.1855,18.8474,19.0832
ENSG00000048342.17,CC2D2A,protein_coding,413,221,192,2.0319,0.6158,0.6235
ENSG00000048392.12,RRM2B,protein_coding,1773,870,903,21.6928,6.5747,6.657
ENSG00000048405.10,ZNF800,protein_coding,1759,880,879,20.028,6.0702,6.1461
ENSG00000048462.11,TNFRSF17,protein_coding,32,17,15,2.0795,0.6303,0.6381
ENSG00000048471.14,SNX29,protein_coding,690,333,357,4.028,1.2208,1.2361
ENSG00000048540.15,LMO3,protein_coding,100,48,52,0.6595,0.1999,0.2024
ENSG00000048544.6,MRPS10,protein_coding,2185,1091,1094,68.629,20.8004,21.0605
ENSG00000048649.13,RSF1,protein_coding,2258,1142,1116,9.4623,2.8679,2.9037
ENSG00000048707.15,VPS13D,protein_coding,3345,1692,1653,10.6237,3.2199,3.2602
ENSG00000048740.18,CELF2,protein_coding,2581,1278,1303,15.5075,4.7001,4.7589
